product,issue,sub_product,complaint_id,timely,company_response,submitted_via,company,date_received,state,sub_issue,Month_Year,count
Checking or savings account,Managing an account,Checking account,4796091,Yes,Closed with monetary relief,Referral,"BERKSHIRE HILLS BANCORP, INC",7/10/2021,CT,Fee problem,31-10-21,1
Checking or savings account,Managing an account,Checking account,4796674,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,7/10/2021,MN,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4796962,Yes,Closed with explanation,Web,Chime Financial Inc,10/10/2021,AR,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4797511,Yes,Closed with explanation,Referral,"WEBSTER BANK, NATIONAL ASSOCIATION",7/10/2021,CT,Funds not handled or disbursed as instructed,31-10-21,1
Checking or savings account,Managing an account,Checking account,4802359,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",12/10/2021,RI,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4802946,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,8/10/2021,NM,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4803697,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",12/10/2021,NM,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4803820,Yes,Closed with monetary relief,Web,JPMORGAN CHASE & CO.,12/10/2021,OR,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4804538,Yes,Closed with non-monetary relief,Web,JPMORGAN CHASE & CO.,13-10-21,DE,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4805308,Yes,Closed with explanation,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",13-10-21,RI,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4805364,Yes,Closed with explanation,Referral,"GREAT WESTERN BANCORP, INC.",12/10/2021,SD,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4805433,Yes,Closed with explanation,Phone,KEYCORP,13-10-21,OR,Fee problem,31-10-21,1
Checking or savings account,Managing an account,Checking account,4805662,Yes,Closed with explanation,Web,PNC Bank N.A.,13-10-21,NH,Problem accessing account,31-10-21,1
Checking or savings account,Managing an account,Checking account,4806251,Yes,Closed with explanation,Web,U.S. BANCORP,13-10-21,OR,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4806296,Yes,Closed with explanation,Phone,Chime Financial Inc,13-10-21,AK,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4807377,Yes,Closed with monetary relief,Web,M&T BANK CORPORATION,13-10-21,DE,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4807833,Yes,Closed with explanation,Phone,PNC Bank N.A.,13-10-21,NM,Problem accessing account,31-10-21,1
Checking or savings account,Managing an account,Checking account,4808025,Yes,Closed with explanation,Referral,"HUNTINGTON NATIONAL BANK, THE",12/10/2021,MN,Problem accessing account,31-10-21,1
Checking or savings account,Managing an account,Checking account,4808359,Yes,Closed with explanation,Referral,FIFTH THIRD FINANCIAL CORPORATION,12/10/2021,WI,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4808438,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,12/10/2021,CT,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4809018,Yes,Closed with explanation,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",14-10-21,CT,Funds not handled or disbursed as instructed,31-10-21,1
Checking or savings account,Managing an account,Checking account,4809153,No,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",12/10/2021,OK,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4809185,Yes,Closed with explanation,Referral,ALLY FINANCIAL INC.,12/10/2021,OK,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4809500,Yes,Closed with explanation,Referral,U.S. BANCORP,14-10-21,MN,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4810016,Yes,Closed with monetary relief,Web,"BERKSHIRE HILLS BANCORP, INC",14-10-21,VT,Fee problem,31-10-21,1
Checking or savings account,Managing an account,Checking account,4811259,Yes,Closed with monetary relief,Web,ASSOCIATED BANC-CORP,14-10-21,WI,Problem making or receiving payments,31-10-21,1
Checking or savings account,Managing an account,Checking account,4811851,Yes,Closed with explanation,Referral,PNC Bank N.A.,13-10-21,WI,Problem accessing account,31-10-21,1
Checking or savings account,Managing an account,Checking account,4812081,Yes,Closed with explanation,Referral,"HUNTINGTON NATIONAL BANK, THE",13-10-21,MN,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4812123,Yes,Closed with explanation,Referral,"HUNTINGTON NATIONAL BANK, THE",13-10-21,MN,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4812725,Yes,Closed with explanation,Referral,U.S. BANCORP,14-10-21,OR,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4813789,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,14-10-21,RI,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4813989,Yes,Closed with explanation,Web,"Block, Inc.",15-10-21,WV,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4814966,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,16-10-21,UT,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4814986,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,16-10-21,NH,Problem making or receiving payments,31-10-21,1
Checking or savings account,Managing an account,Checking account,4815218,Yes,Closed with monetary relief,Web,FinCo Services Inc DBA Current,16-10-21,KY,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4816165,Yes,Closed with explanation,Web,BMO HARRIS BANK NATIONAL ASSOCIATION,16-10-21,WI,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4816168,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,16-10-21,OR,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4816498,Yes,Closed with explanation,Web,BANK OF THE WEST,17-10-21,OR,Funds not handled or disbursed as instructed,31-10-21,1
Checking or savings account,Managing an account,Checking account,4816842,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,17-10-21,MN,Funds not handled or disbursed as instructed,31-10-21,1
Checking or savings account,Managing an account,Checking account,4818843,Yes,Closed with monetary relief,Referral,U.S. BANCORP,14-10-21,KY,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4819109,Yes,Closed with explanation,Web,Betterment LLC,18-10-21,OR,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4819582,Yes,Closed with explanation,Referral,PNC Bank N.A.,14-10-21,OR,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4819618,Yes,Closed with explanation,Referral,PNC Bank N.A.,15-10-21,NH,Problem accessing account,31-10-21,1
Checking or savings account,Managing an account,Checking account,4819697,Yes,Closed with explanation,Web,Chime Financial Inc,18-10-21,WI,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4819966,Yes,Closed with monetary relief,Web,TRUIST FINANCIAL CORPORATION,18-10-21,DC,Fee problem,31-10-21,1
Checking or savings account,Managing an account,Checking account,4820117,Yes,Closed with explanation,Referral,"HUNTINGTON NATIONAL BANK, THE",18-10-21,MN,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4820173,Yes,Closed with non-monetary relief,Web,TD BANK US HOLDING COMPANY,18-10-21,CT,Problem accessing account,31-10-21,1
Checking or savings account,Managing an account,Checking account,4820384,Yes,Closed with explanation,Phone,"FIRST HAWAIIAN, INC.",18-10-21,HI,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4821332,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,18-10-21,MN,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4821357,Yes,Closed with explanation,Web,"CITIBANK, N.A.",18-10-21,NH,Problem accessing account,31-10-21,1
Checking or savings account,Managing an account,Checking account,4822627,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",19-10-21,UT,Fee problem,31-10-21,1
Checking or savings account,Managing an account,Checking account,4822744,Yes,Closed with monetary relief,Web,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",19-10-21,CT,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4822826,Yes,Closed with explanation,Referral,CAPITAL ONE FINANCIAL CORPORATION,18-10-21,KY,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4823297,Yes,Closed with explanation,Referral,"HUNTINGTON NATIONAL BANK, THE",18-10-21,MN,Problem accessing account,31-10-21,1
Checking or savings account,Managing an account,Checking account,4823479,Yes,Closed with monetary relief,Web,"CITIZENS FINANCIAL GROUP, INC.",19-10-21,NH,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4824452,Yes,Closed with explanation,Referral,BANK OF HAWAII CORPORATION,18-10-21,HI,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4825959,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,20-10-21,OR,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4826454,Yes,Closed with explanation,Referral,Chime Financial Inc,19-10-21,NM,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4826674,Yes,Closed with explanation,Referral,"HUNTINGTON NATIONAL BANK, THE",18-10-21,MN,Problem accessing account,31-10-21,1
Checking or savings account,Managing an account,Checking account,4827342,Yes,Closed with explanation,Referral,KEYCORP,14-10-21,CT,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4827700,No,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",19-10-21,DC,Funds not handled or disbursed as instructed,31-10-21,1
Checking or savings account,Managing an account,Checking account,4828398,Yes,Closed with explanation,Web,PNC Bank N.A.,20-10-21,NM,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4828737,Yes,Closed with monetary relief,Referral,"CITIZENS FINANCIAL GROUP, INC.",19-10-21,RI,Cashing a check,31-10-21,1
Checking or savings account,Managing an account,Checking account,4828787,Yes,Closed with explanation,Web,KEYCORP,20-10-21,OR,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4829537,Yes,Closed with monetary relief,Referral,BANK OF THE WEST,18-10-21,NE,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4829844,Yes,Closed with explanation,Web,"CITIBANK, N.A.",21-10-21,DC,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4830460,Yes,Closed with explanation,Postal mail,"BANK OF AMERICA, NATIONAL ASSOCIATION",21-10-21,NM,Cashing a check,31-10-21,1
Checking or savings account,Managing an account,Checking account,4830917,Yes,Closed with monetary relief,Phone,SYNCHRONY FINANCIAL,21-10-21,CT,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4831729,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,20-10-21,HI,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4832960,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",20-10-21,OK,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4833627,Yes,Closed with monetary relief,Web,PNC Bank N.A.,22-10-21,ND,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4834284,Yes,Closed with non-monetary relief,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,21-10-21,PR,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4834439,Yes,Closed with explanation,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",22-10-21,RI,Problem making or receiving payments,31-10-21,1
Checking or savings account,Managing an account,Checking account,4834477,Yes,Closed with monetary relief,Web,PENTAGON FEDERAL CREDIT UNION,22-10-21,KY,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4835951,Yes,Closed with explanation,Phone,U.S. BANCORP,22-10-21,UT,Fee problem,31-10-21,1
Checking or savings account,Managing an account,Checking account,4836429,Yes,Closed with explanation,Referral,"CIT BANK, NATIONAL ASSOCIATION",21-10-21,UT,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4837479,Yes,Closed with monetary relief,Web,MIDFIRST BANK,23-10-21,OK,Cashing a check,31-10-21,1
Checking or savings account,Managing an account,Checking account,4837839,Yes,Closed with explanation,Referral,M&T BANK CORPORATION,22-10-21,WV,Fee problem,31-10-21,1
Checking or savings account,Managing an account,Checking account,4838708,Yes,Closed with explanation,Web,MoneyLion Inc.,24-10-21,DE,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4841441,Yes,Closed with explanation,Web,"Block, Inc.",25-10-21,OK,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4841461,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,25-10-21,RI,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4841686,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,25-10-21,DE,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4842254,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,25-10-21,OR,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4842873,Yes,Closed with explanation,Phone,AMERICAN EXPRESS COMPANY,25-10-21,HI,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4843079,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",22-10-21,OK,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4843326,Yes,Closed with monetary relief,Referral,U.S. BANCORP,25-10-21,KS,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4844326,Yes,Closed with explanation,Postal mail,BANCO POPULAR DE PUERTO RICO,26-10-21,PR,Funds not handled or disbursed as instructed,31-10-21,1
Checking or savings account,Managing an account,Checking account,4844522,Yes,Closed with monetary relief,Web,PNC Bank N.A.,26-10-21,WI,Fee problem,31-10-21,1
Checking or savings account,Managing an account,Checking account,4844856,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",25-10-21,CT,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4845397,Yes,Closed with monetary relief,Referral,"UNITED BANKSHARES, INC.",26-10-21,WV,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4845760,Yes,Closed with explanation,Referral,"CITIZENS FINANCIAL GROUP, INC.",26-10-21,DE,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4845798,Yes,Closed with explanation,Referral,"HUNTINGTON NATIONAL BANK, THE",26-10-21,MN,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4845893,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",26-10-21,DC,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4845904,Yes,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,26-10-21,OR,Problem making or receiving payments,31-10-21,1
Checking or savings account,Managing an account,Checking account,4846313,Yes,Closed with explanation,Phone,PENTAGON FEDERAL CREDIT UNION,26-10-21,PR,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4848214,Yes,Closed with monetary relief,Web,"CITIZENS FINANCIAL GROUP, INC.",27-10-21,RI,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4848850,Yes,Closed with explanation,Web,Albert Corporation,27-10-21,MN,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4849174,Yes,Closed with explanation,Referral,U.S. BANCORP,27-10-21,KY,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4849355,Yes,Closed with explanation,Referral,KEYCORP,27-10-21,ID,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4849487,Yes,Closed with explanation,Web,Conduent Incorporated,27-10-21,OK,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4849599,Yes,Closed with monetary relief,Referral,MIDFIRST BANK,27-10-21,OK,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4849802,Yes,Closed with explanation,Referral,ALLY FINANCIAL INC.,27-10-21,NH,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4849958,Yes,Closed with explanation,Web,U.S. BANCORP,27-10-21,MN,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4850613,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,28-10-21,IA,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4850675,Yes,Closed with explanation,Web,"Block, Inc.",28-10-21,NM,Problem making or receiving payments,31-10-21,1
Checking or savings account,Managing an account,Checking account,4852399,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,27-10-21,WV,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4852539,Yes,Closed with explanation,Referral,"BM Technologies, Inc.",27-10-21,OK,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4852901,Yes,Closed with explanation,Referral,BANK OF HAWAII CORPORATION,27-10-21,HI,Cashing a check,31-10-21,1
Checking or savings account,Managing an account,Checking account,4853176,Yes,Closed with explanation,Referral,ASSOCIATED BANC-CORP,27-10-21,WI,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4853561,Yes,Closed with explanation,Referral,VALLEY NATIONAL BANCORP,28-10-21,CT,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4853806,Yes,Closed with explanation,Phone,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",28-10-21,CT,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4855274,Yes,Closed with explanation,Referral,U.S. BANCORP,27-10-21,AK,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4855493,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,28-10-21,WV,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4856607,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",29-10-21,DC,Funds not handled or disbursed as instructed,31-10-21,1
Checking or savings account,Managing an account,Checking account,4857740,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,29-10-21,DE,Fee problem,31-10-21,1
Checking or savings account,Managing an account,Checking account,4857909,Yes,Closed with explanation,Referral,"CITIZENS FINANCIAL GROUP, INC.",29-10-21,RI,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4857946,Yes,Closed with explanation,Referral,Chime Financial Inc,29-10-21,WI,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4858046,Yes,Closed with explanation,Web,PNC Bank N.A.,29-10-21,NH,Problem accessing account,31-10-21,1
Checking or savings account,Managing an account,Checking account,4858169,No,Closed with non-monetary relief,Web,CARD Corporation,29-10-21,OK,Problem using a debit or ATM card,31-10-21,1
Checking or savings account,Managing an account,Checking account,4858807,Yes,Closed with explanation,Referral,TRUIST FINANCIAL CORPORATION,25-10-21,KY,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4859944,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",30-10-21,WI,Banking errors,31-10-21,1
Checking or savings account,Managing an account,Checking account,4861559,Yes,Closed with explanation,Web,FIRSTBANK PUERTO RICO,31-10-21,PR,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4861568,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,31-10-21,WV,Banking errors,30-11-21,1
Checking or savings account,Managing an account,Checking account,4863003,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",1/11/2021,RI,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4863021,Yes,Closed with explanation,Referral,FIFTH THIRD FINANCIAL CORPORATION,28-10-21,KS,Deposits and withdrawals,31-10-21,1
Checking or savings account,Managing an account,Checking account,4863247,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,1/11/2021,DE,Fee problem,30-11-21,1
Checking or savings account,Managing an account,Checking account,4864080,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,1/11/2021,MN,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4864441,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,1/11/2021,UT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4864504,Yes,Closed with monetary relief,Referral,BARCLAYS BANK DELAWARE,1/11/2021,OR,Fee problem,30-11-21,1
Checking or savings account,Managing an account,Checking account,4865355,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,1/11/2021,DE,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4865656,Yes,Closed with explanation,Web,Chime Financial Inc,1/11/2021,RI,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4866258,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",2/11/2021,DC,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4867121,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,1/11/2021,NM,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4867426,Yes,Closed with explanation,Web,FIRSTBANK PUERTO RICO,2/11/2021,PR,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4868783,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,2/11/2021,AR,Funds not handled or disbursed as instructed,30-11-21,1
Checking or savings account,Managing an account,Checking account,4869615,Yes,Closed with explanation,Referral,TRUIST FINANCIAL CORPORATION,1/11/2021,MT,Banking errors,30-11-21,1
Checking or savings account,Managing an account,Checking account,4870617,Yes,Closed with explanation,Referral,BANCO POPULAR DE PUERTO RICO,1/11/2021,PR,Banking errors,30-11-21,1
Checking or savings account,Managing an account,Checking account,4872266,Yes,Closed with explanation,Phone,"SANTANDER BANK, NATIONAL ASSOCIATION",3/11/2021,CT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4872336,Yes,Closed with explanation,Referral,"HOME BANCSHARES, INC.",2/11/2021,AR,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4872470,Yes,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2/11/2021,NH,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4872830,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",3/11/2021,OR,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4872946,Yes,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2/11/2021,IA,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4873313,Yes,Closed with monetary relief,Web,"Paypal Holdings, Inc",3/11/2021,OK,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4874561,Yes,Closed with explanation,Web,FIFTH THIRD FINANCIAL CORPORATION,3/11/2021,DE,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4874972,Yes,Closed with explanation,Referral,"ARVEST BANK GROUP, INC.",2/11/2021,OK,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4876391,Yes,Closed with explanation,Web,PNC Bank N.A.,4/11/2021,KY,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4876984,Yes,Closed with explanation,Web,"COMMUNITY BANK SYSTEM, INC.",4/11/2021,ME,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4877355,Yes,Closed with explanation,Web,FIFTH THIRD FINANCIAL CORPORATION,4/11/2021,KY,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4879192,Yes,Closed with monetary relief,Referral,KEYCORP,4/11/2021,UT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4879208,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,3/11/2021,MN,Fee problem,30-11-21,1
Checking or savings account,Managing an account,Checking account,4879223,Yes,Closed with explanation,Referral,AMERICA FIRST FEDERAL CREDIT UNION,3/11/2021,UT,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4880025,Yes,Closed with explanation,Web,Chime Financial Inc,5/11/2021,DC,Banking errors,30-11-21,1
Checking or savings account,Managing an account,Checking account,4880037,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,5/11/2021,MN,Cashing a check,30-11-21,1
Checking or savings account,Managing an account,Checking account,4880390,Yes,Closed with monetary relief,Web,JPMORGAN CHASE & CO.,6/11/2021,MN,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4881117,Yes,Closed with explanation,Web,Chime Financial Inc,5/11/2021,OR,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4882171,Yes,Closed with explanation,Web,Chime Financial Inc,6/11/2021,ID,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4883636,Yes,Closed with explanation,Referral,CAPITAL ONE FINANCIAL CORPORATION,4/11/2021,UT,Fee problem,30-11-21,1
Checking or savings account,Managing an account,Checking account,4883726,Yes,Closed with monetary relief,Referral,"CITIBANK, N.A.",4/11/2021,KY,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4884990,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,7/11/2021,DE,Banking errors,30-11-21,1
Checking or savings account,Managing an account,Checking account,4886877,Yes,Closed with monetary relief,Web,TD BANK US HOLDING COMPANY,8/11/2021,CT,Funds not handled or disbursed as instructed,30-11-21,1
Checking or savings account,Managing an account,Checking account,4887876,Yes,Closed with explanation,Web,MoneyLion Inc.,8/11/2021,NM,Funds not handled or disbursed as instructed,30-11-21,1
Checking or savings account,Managing an account,Checking account,4888619,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",8/11/2021,NM,Problem making or receiving payments,30-11-21,1
Checking or savings account,Managing an account,Checking account,4888786,Yes,Closed with explanation,Referral,SYNCHRONY FINANCIAL,5/11/2021,MN,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4889070,Yes,Closed with explanation,Referral,"AXOS FINANCIAL, INC.",5/11/2021,OK,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4891769,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,8/11/2021,MN,Fee problem,30-11-21,1
Checking or savings account,Managing an account,Checking account,4892079,Yes,Closed with monetary relief,Referral,M&T BANK CORPORATION,8/11/2021,WV,Fee problem,30-11-21,1
