product,issue,sub_product,complaint_id,timely,company_response,submitted_via,company,date_received,state,sub_issue,Month_Year,count
Checking or savings account,Closing an account,Checking account,5130229,Yes,Closed with explanation,Web,Chime Financial Inc,20-01-22,CT,Funds not received from closed account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5130787,Yes,Closed with explanation,Referral,U.S. BANCORP,19-01-22,CO,Company closed your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5131946,Yes,Closed with explanation,Web,UMPQUA HOLDINGS CORPORATION,20-01-22,WA,Can't close your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5132336,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,19-01-22,OK,Company closed your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5135736,Yes,Closed with explanation,Web,U.S. BANCORP,21-01-22,KY,Company closed your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5136305,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",21-01-22,MN,Company closed your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5137156,Yes,Closed with explanation,Referral,HSBC NORTH AMERICA HOLDINGS INC.,21-01-22,MN,Funds not received from closed account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5137264,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",22-01-22,CT,Can't close your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5138977,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",21-01-22,AR,Funds not received from closed account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5138990,Yes,Closed with explanation,Web,Chime Financial Inc,22-01-22,WA,Company closed your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5140189,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",23-01-22,WA,Fees charged for closing account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5142515,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",24-01-22,MN,Company closed your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5142830,Yes,Closed with monetary relief,Web,TRUIST FINANCIAL CORPORATION,24-01-22,OR,Can't close your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5143571,Yes,Closed with explanation,Web,Chime Financial Inc,24-01-22,WA,Can't close your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5148972,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",25-01-22,ID,Can't close your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5149738,Yes,Closed with explanation,Referral,U.S. BANCORP,25-01-22,IA,Company closed your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5152441,Yes,Closed with explanation,Web,Chime Financial Inc,26-01-22,MN,Can't close your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5153979,Yes,Closed with explanation,Web,"CHARLES SCHWAB CORPORATION, THE",26-01-22,MT,Can't close your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5157573,Yes,Closed with explanation,Referral,PENTAGON FEDERAL CREDIT UNION,25-01-22,MN,Can't close your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5157973,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,27-01-22,CO,Funds not received from closed account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5163706,Yes,Closed with explanation,Web,Netspend Corporation,29-01-22,DC,Funds not received from closed account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5163925,Yes,Closed with explanation,Web,Chime Financial Inc,29-01-22,DC,Funds not received from closed account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5168492,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,31-01-22,OR,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5169803,Yes,Closed with explanation,Referral,MIDFIRST BANK,28-01-22,OK,Company closed your account,31-01-22,1
Checking or savings account,Closing an account,Checking account,5170080,Yes,Closed with explanation,Web,Chime Financial Inc,31-01-22,DC,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5170678,Yes,Closed with explanation,Phone,Netspend Corporation,31-01-22,WI,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5170880,Yes,Closed with explanation,Phone,Chime Financial Inc,31-01-22,MN,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5172127,Yes,Closed with monetary relief,Web,BANK OF THE WEST,1/2/2022,WI,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5172335,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,31-01-22,CO,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5174516,Yes,Closed with explanation,Phone,BANK OF THE WEST,1/2/2022,CO,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5179102,Yes,Closed with explanation,Web,DISCOVER BANK,2/2/2022,CT,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5185270,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,4/2/2022,DC,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5187621,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,5/2/2022,WA,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5192778,No,Closed with explanation,Web,"SANTANDER BANK, NATIONAL ASSOCIATION",7/2/2022,RI,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5195456,Yes,Closed with explanation,Referral,TD BANK US HOLDING COMPANY,3/2/2022,DC,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5200200,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",9/2/2022,IA,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5203935,Yes,Closed with explanation,Referral,TD BANK US HOLDING COMPANY,8/2/2022,CT,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5203991,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",9/2/2022,DE,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5207748,Yes,Closed with explanation,Referral,SIMMONS FIRST NATIONAL CORPORATION,9/2/2022,KY,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5209358,Yes,Closed with explanation,Web,U.S. BANCORP,10/2/2022,KY,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5209730,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,11/2/2022,NH,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5211420,Yes,Closed with explanation,Referral,CAPITAL ONE FINANCIAL CORPORATION,10/2/2022,KS,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5212596,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,11/2/2022,WA,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5213625,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,11/2/2022,OR,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5217582,Yes,Closed with explanation,Web,TRUIST FINANCIAL CORPORATION,14-02-22,WI,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5221642,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",15-02-22,OR,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5228355,No,Closed with explanation,Phone,TRUIST FINANCIAL CORPORATION,16-02-22,WA,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5228831,Yes,Closed with monetary relief,Web,U.S. BANCORP,16-02-22,KS,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5229423,Yes,Closed with monetary relief,Web,BANK OF THE WEST,16-02-22,WA,Fees charged for closing account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5233197,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,17-02-22,OR,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5233625,Yes,Closed with explanation,Web Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",15-02-22,CT,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5233672,Yes,Closed with explanation,Web,Netspend Corporation,17-02-22,MN,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5233790,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",17-02-22,WA,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5234169,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,17-02-22,WA,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5242051,Yes,Closed with explanation,Web,Chime Financial Inc,20-02-22,WA,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5242816,Yes,Closed with monetary relief,Web,TD BANK US HOLDING COMPANY,21-02-22,CO,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5244575,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",21-02-22,WA,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5250103,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,22-02-22,SD,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5254258,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",23-02-22,HI,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5255193,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",24-02-22,MA,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5255441,Yes,Closed with monetary relief,Web,KEYCORP,24-02-22,MN,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5255520,Yes,Closed with explanation,Web,"FIRST INTERSTATE BANCSYSTEM, INC.",24-02-22,IA,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5256340,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,23-02-22,MA,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5257802,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,24-02-22,SD,Can't close your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5262407,Yes,Closed with explanation,Referral,U.S. BANCORP,24-02-22,KY,Funds not received from closed account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5262590,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,25-02-22,CO,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5265269,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",26-02-22,MA,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5269386,Yes,Closed with monetary relief,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",28-02-22,MA,Company closed your account,31-03-22,1
Checking or savings account,Closing an account,Checking account,5269622,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",28-02-22,RI,Can't close your account,31-03-22,1
Checking or savings account,Closing an account,Checking account,5269643,Yes,Closed with explanation,Referral,"HOME BANCSHARES, INC.",25-02-22,CO,Company closed your account,28-02-22,1
Checking or savings account,Closing an account,Checking account,5270864,Yes,Closed with explanation,Phone,TD BANK US HOLDING COMPANY,28-02-22,CT,Company closed your account,31-03-22,1
Checking or savings account,Closing an account,Checking account,5271316,Yes,Closed with monetary relief,Web,JPMORGAN CHASE & CO.,28-02-22,IN,Funds not received from closed account,31-03-22,1
Checking or savings account,Closing an account,Checking account,5271517,Yes,Closed with explanation,Web,PNC Bank N.A.,1/3/2022,WA,Funds not received from closed account,31-03-22,1
Checking or savings account,Closing an account,Checking account,5273408,Yes,Closed with explanation,Referral,CAPITAL ONE FINANCIAL CORPORATION,28-02-22,NE,Funds not received from closed account,31-03-22,1
Checking or savings account,Closing an account,Checking account,5274612,Yes,Closed with explanation,Web,Chime Financial Inc,1/3/2022,UT,Funds not received from closed account,31-03-22,1
Checking or savings account,Closing an account,Checking account,5276602,Yes,Closed with explanation,Phone,"CITIBANK, N.A.",2/3/2022,CO,Funds not received from closed account,31-03-22,1
